delivery or takeout,Grubhub enabled,Call To Action enabled,Request a Quote Enabled,Covid Banner,Temporary Closed Until,stars,review_count,is_closed_2021,curbside_drop_off_during_covid_19,takeout_during_covid_19,drive_thru_during_covid_19,delivery_during_covid_19,mobile_services_during_covid_19
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,False,False,False,False,1.5,6,False,False,False,False,False,False
True,True,True,False,False,False,1.5,3,False,False,False,False,False,False
True,True,True,False,False,False,2.0,15,False,False,True,False,True,False
True,True,True,False,True,False,4.0,90,False,False,True,False,True,False
True,False,True,False,False,False,2.0,5,False,False,False,False,False,False
True,True,False,False,False,False,3.5,97,False,False,False,False,False,False
True,True,True,False,True,False,2.5,29,False,False,False,True,True,False
True,False,True,False,False,False,2.5,4,False,False,False,False,False,False
True,False,True,False,False,False,1.5,63,False,False,False,False,False,False
True,True,True,False,True,False,2.0,45,False,False,True,False,True,False
True,True,True,False,True,False,2.0,52,False,False,True,False,True,False
True,True,False,False,False,False,2.0,41,False,False,False,False,False,False
True,False,False,False,False,False,1.0,4,False,False,False,False,False,False
True,False,True,False,True,False,2.0,20,False,False,False,False,False,False
True,True,False,False,False,False,4.0,66,False,False,False,False,False,False
True,True,True,False,False,False,2.0,23,False,False,False,False,False,False
True,False,True,False,False,False,2.5,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,9,False,False,False,False,False,False
True,True,True,False,False,False,2.0,9,False,False,False,False,False,False
True,True,True,False,True,False,2.5,106,False,False,True,True,True,False
True,False,True,False,False,False,1.5,14,False,False,False,False,False,False
True,False,False,False,False,False,2.5,25,False,False,False,False,False,False
False,False,False,False,False,False,4.0,3,False,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,3.0,59,False,False,False,False,False,False
True,False,True,False,False,False,2.0,8,False,False,False,False,False,False
True,True,False,False,False,False,4.0,15,False,False,False,False,False,False
True,True,False,False,False,False,1.0,22,False,False,False,False,False,False
True,True,True,False,False,False,1.5,15,False,False,False,False,False,False
True,True,True,False,False,False,2.5,8,True,False,True,False,False,False
True,False,True,False,False,False,2.5,4,False,False,False,False,False,False
True,False,True,False,False,False,2.5,3,False,False,True,False,False,False
True,False,True,False,False,False,3.0,12,False,False,False,False,False,False
True,True,True,False,True,False,2.5,47,False,False,False,True,True,False
True,False,False,False,False,False,3.5,40,False,False,False,False,False,False
True,True,True,False,True,False,2.5,70,False,False,True,True,True,False
True,False,True,False,False,False,2.0,6,False,False,False,False,False,False
True,False,False,False,False,False,3.5,119,True,False,False,False,False,False
True,True,True,False,True,False,2.0,16,False,False,False,False,False,False
True,False,False,False,False,False,3.5,3,False,False,False,False,False,False
True,False,False,False,True,False,4.0,25,False,False,False,False,False,False
True,False,False,False,False,False,4.5,3,True,False,False,False,False,False
True,True,True,False,False,False,2.0,23,True,False,True,False,False,False
True,True,True,False,False,False,3.5,11,False,False,False,False,False,False
True,False,True,False,False,False,2.0,3,False,False,False,False,False,False
True,False,True,False,False,False,3.5,69,False,False,False,False,False,False
True,True,False,False,False,False,2.5,20,False,False,False,False,False,False
True,False,True,False,False,False,2.5,22,False,False,False,False,False,False
True,False,True,False,False,False,2.0,34,False,False,False,False,False,False
True,False,False,False,False,False,4.0,55,False,False,False,False,False,False
True,False,True,False,False,False,3.0,4,False,False,False,False,False,False
True,False,False,False,False,False,5.0,12,False,False,False,False,False,False
True,False,True,False,False,False,4.0,9,False,False,False,False,False,False
True,False,True,False,False,False,2.0,12,False,False,False,False,False,False
True,True,False,False,False,False,4.0,26,False,False,False,False,False,False
True,True,True,False,False,False,2.5,26,False,False,False,False,False,False
True,False,True,False,False,False,3.0,7,False,False,False,False,False,False
True,True,True,False,False,False,2.0,15,False,False,False,False,False,False
True,True,True,False,False,False,1.5,36,False,False,False,False,False,False
True,True,True,False,False,False,3.5,229,False,False,False,False,False,False
True,True,True,False,False,False,2.0,28,False,False,False,False,False,False
True,False,False,False,True,False,4.5,103,False,False,False,False,False,False
True,False,False,False,False,False,3.0,4,False,False,False,False,False,False
True,True,True,False,False,False,3.0,25,True,False,True,False,False,False
True,False,True,False,False,False,2.5,3,False,False,True,False,False,False
True,False,True,False,False,False,2.5,7,False,False,True,False,False,False
True,True,False,False,False,False,3.5,51,False,False,False,False,False,False
True,False,True,False,False,False,2.5,25,False,False,False,False,False,False
True,True,True,False,True,False,3.0,42,False,False,False,True,True,False
True,False,True,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,1.5,3,False,False,True,False,False,False
True,True,True,False,True,False,2.5,57,False,False,True,False,True,False
True,False,False,False,False,False,2.0,5,False,False,False,False,False,False
True,True,False,False,False,False,3.5,21,False,False,False,False,False,False
True,False,False,False,False,False,1.5,11,False,False,False,False,False,False
True,False,True,False,False,False,3.5,6,False,False,True,False,True,False
True,False,False,False,False,False,4.0,70,False,False,False,False,False,False
True,True,True,False,True,False,4.5,340,False,False,True,False,True,False
True,True,True,False,True,False,3.0,45,False,False,False,True,True,False
True,False,True,False,True,False,2.0,44,False,False,True,True,True,False
True,False,True,False,False,False,2.0,25,False,False,False,False,False,False
True,True,False,False,True,False,4.0,150,False,False,False,False,False,False
True,False,False,False,False,False,1.5,5,False,False,False,False,False,False
True,True,False,False,False,False,3.5,72,False,False,False,False,False,False
True,False,False,False,False,False,4.0,4,False,False,False,False,False,False
True,False,True,False,True,False,2.0,5,False,False,False,False,False,False
True,True,False,False,False,False,3.5,14,False,False,False,False,False,False
True,True,True,False,False,False,3.0,31,False,False,False,False,False,False
True,True,True,False,False,False,2.5,5,False,False,True,False,False,False
True,True,True,False,False,False,2.5,4,False,False,True,False,False,False
True,False,True,False,False,False,3.0,7,False,False,False,False,False,False
True,False,True,False,True,False,3.0,70,False,False,False,False,False,False
True,True,True,False,True,False,2.5,13,False,False,False,False,False,False
True,False,True,False,False,False,4.0,19,False,False,False,False,False,False
True,False,True,False,False,False,2.5,69,False,False,False,False,False,False
True,True,True,False,False,False,2.5,7,False,False,True,False,False,False
True,True,True,False,False,False,2.5,34,False,False,True,False,True,False
True,False,True,False,False,False,1.5,95,False,False,False,False,False,False
True,False,True,False,False,False,2.5,34,False,False,False,False,False,False
True,False,True,False,False,False,2.0,31,False,True,True,True,False,False
True,False,True,False,False,False,2.0,16,False,False,False,False,False,False
True,False,True,False,False,False,2.0,16,False,False,False,False,False,False
True,True,True,False,False,False,2.0,41,False,False,False,False,False,False
True,True,False,False,False,False,1.5,13,False,False,False,False,False,False
True,False,True,False,False,False,3.0,84,False,False,False,False,False,False
True,False,True,False,False,False,2.0,41,False,False,False,False,False,False
True,False,True,False,False,False,4.5,221,False,False,False,False,False,False
True,False,True,False,False,False,2.5,128,False,True,True,True,False,False
True,True,False,False,False,False,3.5,329,False,False,False,False,False,False
True,True,True,False,False,False,1.5,39,False,False,False,False,False,False
True,False,True,False,True,False,3.5,31,False,False,False,False,False,False
True,True,False,False,False,False,2.5,136,False,False,False,False,False,False
True,True,True,False,False,False,4.0,179,False,False,False,False,False,False
True,False,True,False,True,False,3.0,114,False,False,False,False,False,False
True,True,False,False,False,False,3.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.0,68,False,False,False,False,False,False
True,False,True,False,False,False,3.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.0,126,False,False,False,False,False,False
True,True,True,False,False,False,3.0,30,False,False,False,False,False,False
True,True,True,False,False,False,3.0,23,False,False,True,False,True,False
True,False,False,False,False,False,3.0,38,False,False,False,False,False,False
True,False,True,False,False,False,2.0,36,False,True,True,True,False,False
True,True,True,False,False,False,4.0,145,False,False,False,False,False,False
True,False,True,False,False,False,3.5,9,False,False,False,False,False,False
True,True,True,False,False,False,1.5,21,False,False,False,False,False,False
False,False,False,False,False,False,4.0,19,False,False,False,False,False,False
True,False,True,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,4.0,3,False,False,False,False,False,False
True,False,False,False,False,False,1.5,6,False,False,False,False,False,False
True,False,False,False,False,False,2.5,5,False,False,False,False,False,False
True,False,True,False,False,False,1.5,6,False,False,False,False,False,False
True,False,False,False,False,False,2.5,5,False,False,False,False,False,False
True,True,True,False,False,False,2.0,9,False,False,False,False,False,False
True,True,True,False,False,False,3.0,10,False,False,False,False,False,False
True,False,False,False,False,False,3.0,32,False,False,False,False,False,False
True,False,False,False,False,False,1.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.5,20,False,False,False,False,False,False
True,True,True,False,False,False,2.5,9,False,False,False,False,False,False
True,True,True,False,False,False,3.0,4,False,False,False,False,False,False
True,False,True,False,False,False,3.5,3,False,False,True,False,False,False
True,True,False,False,False,False,4.0,25,False,False,False,False,False,False
True,True,True,False,False,False,2.0,48,False,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.5,31,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,False,False,False,False,2.5,6,False,False,False,False,False,False
True,False,True,False,False,False,3.5,24,False,False,False,False,False,False
True,False,False,False,False,False,1.5,21,False,False,False,False,False,False
True,False,True,False,False,False,1.5,7,False,False,False,False,False,False
True,False,False,False,False,False,3.5,31,False,False,False,False,False,False
True,True,True,False,False,False,1.5,5,False,False,False,False,False,False
True,False,False,False,False,False,3.0,4,True,False,False,False,False,False
True,False,False,False,False,False,3.5,4,True,False,False,False,False,False
True,True,False,False,False,False,1.5,13,False,False,False,False,False,False
True,False,True,False,False,False,2.5,7,False,False,False,False,False,False
True,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,False,False,False,False,False,2.5,19,False,False,False,False,False,False
True,False,True,False,False,False,4.5,3,False,False,False,False,False,False
True,True,False,False,False,False,2.0,8,False,False,False,False,False,False
True,False,True,False,False,False,2.0,28,False,False,False,False,False,False
True,True,False,False,False,False,3.0,38,False,False,False,False,False,False
True,False,True,False,False,False,4.0,21,False,False,False,False,False,False
True,False,False,False,False,False,3.5,20,False,False,False,False,False,False
True,False,False,False,False,False,4.0,12,False,False,False,False,False,False
True,False,True,False,False,False,3.0,7,False,False,True,False,False,False
True,True,True,False,False,False,3.0,4,False,False,True,False,False,False
True,True,True,False,True,False,2.0,17,False,False,False,True,True,False
True,False,True,False,False,False,2.5,3,False,False,False,False,False,False
True,False,True,False,False,False,2.5,17,False,False,False,False,False,False
True,False,True,False,False,False,1.5,34,False,False,False,False,False,False
True,True,True,False,False,False,1.5,40,False,False,False,False,False,False
True,False,False,False,False,False,3.5,13,False,False,False,False,False,False
True,False,False,False,False,False,3.0,4,False,False,False,False,False,False
True,False,False,False,False,False,4.0,9,False,False,False,False,False,False
True,True,True,False,False,False,3.0,31,False,False,False,False,False,False
True,False,True,False,False,False,2.0,45,False,False,False,False,False,False
True,True,False,False,False,False,4.0,156,False,False,False,False,False,False
True,False,True,False,False,False,2.0,18,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
False,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,2.5,11,False,False,False,False,False,False
True,False,True,False,True,False,1.5,15,False,False,False,False,False,False
True,False,True,False,False,False,1.5,30,False,False,False,False,False,False
True,False,True,False,False,False,2.0,31,False,False,False,False,False,False
True,True,False,False,False,False,2.0,12,False,False,False,False,False,False
True,True,True,False,False,False,2.0,7,False,False,True,False,False,False
True,False,True,False,False,False,1.5,7,False,False,True,False,False,False
True,True,True,False,True,False,2.0,10,False,False,False,True,True,False
True,False,True,False,False,False,2.5,92,False,False,False,False,False,False
True,False,True,False,True,False,1.0,41,False,False,False,False,False,False
True,False,True,False,False,False,2.0,13,False,False,False,False,False,False
True,False,True,False,False,False,3.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.0,22,False,False,False,False,False,False
True,True,True,False,False,False,3.0,34,False,False,False,False,False,False
True,False,False,False,False,False,2.5,4,False,False,False,False,False,False
True,False,True,False,False,False,2.0,16,False,False,False,False,False,False
True,False,False,False,False,False,3.0,3,False,False,False,False,False,False
True,False,True,False,False,False,3.0,4,False,False,False,False,False,False
True,False,True,False,False,False,2.5,28,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,False,False,False,False,4.5,3,False,False,False,False,False,False
True,False,True,False,False,False,3.5,6,False,False,False,False,False,False
True,False,False,False,False,False,3.5,17,False,False,False,False,False,False
True,False,False,False,False,False,3.5,12,False,False,False,False,False,False
True,False,False,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,3.5,8,False,False,False,False,False,False
True,True,True,False,True,False,2.5,19,False,False,False,True,True,False
True,True,True,False,False,False,3.0,115,False,False,False,False,False,False
True,True,True,False,False,False,2.0,52,False,False,False,False,False,False
True,True,True,False,False,False,2.0,17,False,False,False,False,False,False
True,True,False,False,False,False,3.5,38,False,False,False,False,False,False
True,True,True,False,False,False,3.0,17,False,False,False,False,False,False
True,False,False,False,False,False,3.0,7,False,False,False,False,False,False
True,True,True,False,True,False,2.5,17,False,False,False,True,True,False
True,False,False,False,False,False,3.0,9,False,False,False,False,False,False
True,True,True,False,True,False,1.5,14,False,False,False,True,True,False
True,True,True,False,False,False,2.5,97,False,False,False,False,True,False
True,True,True,False,False,False,3.5,148,False,False,False,False,False,False
True,False,False,False,False,False,3.0,33,False,False,False,False,False,False
True,True,False,False,False,False,1.5,35,False,False,False,False,False,False
True,True,False,False,False,False,3.5,159,False,False,False,False,False,False
True,False,False,False,False,False,2.5,5,False,False,False,False,False,False
True,False,True,False,False,False,1.5,5,False,False,False,False,False,False
True,False,True,False,False,False,3.0,29,False,False,False,False,False,False
True,False,False,False,False,False,3.5,30,False,False,False,False,False,False
True,False,False,False,False,False,1.0,17,False,False,False,False,False,False
True,False,True,False,False,False,1.5,7,False,False,False,False,False,False
True,True,True,False,True,False,3.0,65,False,False,True,False,True,False
True,False,True,False,False,False,3.0,16,False,False,False,False,False,False
True,True,True,False,False,False,2.5,44,False,False,False,False,False,False
True,False,True,False,False,False,4.0,3,False,False,False,False,False,False
True,True,False,False,False,False,2.0,24,False,False,False,False,False,False
True,False,True,False,False,False,2.0,16,False,False,False,False,False,False
True,False,True,False,True,False,2.0,12,False,False,False,False,False,False
True,False,False,False,False,False,3.5,29,False,False,False,False,False,False
True,False,True,False,False,False,2.5,4,False,False,True,False,False,False
True,False,True,False,False,False,3.0,3,False,False,True,False,False,False
True,True,True,False,False,False,1.5,10,False,False,False,False,False,False
True,False,True,False,False,False,2.5,10,False,False,True,False,False,False
True,False,True,False,False,False,3.5,3,False,False,True,False,False,False
True,True,False,False,False,False,3.5,51,False,False,False,False,False,False
True,True,True,False,True,False,3.0,189,False,False,True,False,True,False
True,True,True,False,True,False,2.5,43,False,False,True,False,True,False
True,False,False,False,False,False,4.0,22,False,False,False,False,False,False
True,False,True,False,False,False,2.5,12,False,False,False,False,False,False
True,True,True,False,False,False,3.5,30,False,False,True,False,True,False
True,True,True,False,False,False,2.5,20,False,False,True,False,False,False
True,False,True,False,False,False,1.0,22,False,False,False,False,False,False
True,False,True,False,False,False,3.0,34,False,False,False,False,False,False
True,False,True,False,True,False,2.5,75,False,False,True,False,True,False
True,True,True,False,True,False,4.0,256,False,False,True,False,True,False
True,True,True,False,False,False,1.5,21,False,False,False,False,False,False
True,True,True,False,True,False,3.5,61,False,False,True,True,True,False
False,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,False,False,False,False,False,2.5,11,False,False,False,False,False,False
True,True,True,False,True,False,2.5,53,False,False,True,True,True,False
True,True,True,False,True,False,3.0,70,False,False,False,False,False,False
True,False,True,False,False,False,1.0,3,False,False,True,False,False,False
True,True,True,False,False,False,3.5,4,False,False,False,False,False,False
True,False,False,False,False,False,3.5,31,False,False,False,False,False,False
True,True,False,False,False,False,1.5,7,False,False,False,False,False,False
True,False,True,False,False,False,2.5,50,False,False,False,False,False,False
True,False,True,False,True,False,2.0,17,False,False,False,False,False,False
True,True,True,False,False,False,2.0,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,77,True,False,False,False,False,False
True,False,True,False,False,False,4.0,32,False,False,False,False,False,False
True,False,True,False,False,False,1.5,7,False,False,False,False,False,False
True,False,True,False,True,False,2.5,7,False,False,True,False,True,False
True,True,True,False,False,False,4.0,44,False,False,False,False,False,False
False,False,True,False,False,False,3.0,5,True,False,False,False,False,False
True,True,True,False,False,False,2.5,9,False,False,False,False,False,False
True,True,True,False,True,False,3.0,31,False,False,False,True,True,False
True,False,True,False,False,False,4.0,37,False,False,False,False,False,False
True,False,True,False,False,False,1.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.0,26,False,False,True,False,False,False
True,False,True,False,False,False,2.5,16,False,False,False,False,False,False
True,True,False,False,False,False,3.5,5,False,False,False,False,False,False
True,True,True,False,False,False,3.0,208,False,False,False,False,False,False
True,False,True,False,False,False,3.0,8,False,False,False,False,False,False
True,False,False,False,False,False,3.0,16,False,False,False,False,False,False
True,False,True,False,False,False,3.0,27,False,False,False,False,False,False
True,False,False,False,False,False,4.0,18,False,False,False,False,False,False
True,True,True,False,False,False,2.5,13,False,False,True,False,False,False
True,False,True,False,False,False,4.0,10,False,False,True,False,False,False
True,False,False,False,False,False,3.5,46,False,False,False,False,False,False
True,False,True,False,False,False,3.5,3,False,False,True,False,False,False
True,False,True,False,False,False,2.5,9,False,False,False,False,False,False
True,False,False,False,False,False,3.5,47,False,False,False,False,False,False
True,True,False,False,False,False,2.0,31,False,False,False,False,False,False
True,True,True,False,True,False,3.0,8,False,False,True,False,True,False
True,True,False,False,False,False,4.5,106,True,False,False,False,False,False
True,True,True,False,False,False,3.0,6,False,False,True,False,False,False
True,False,False,False,False,False,2.5,40,False,False,False,False,False,False
True,False,True,False,False,False,5.0,3,False,False,True,False,False,False
True,False,True,False,False,False,2.5,8,False,False,True,False,False,False
True,True,False,False,False,False,1.5,8,False,False,False,False,False,False
True,True,True,False,False,False,2.5,7,False,False,True,False,False,False
True,True,False,False,False,False,2.0,32,False,False,False,False,False,False
True,True,True,False,False,False,3.0,62,False,False,False,False,False,False
True,True,True,False,True,False,2.5,66,False,False,True,False,True,False
True,True,True,False,False,False,1.5,111,False,False,False,False,False,False
True,False,False,False,False,False,2.0,30,False,False,False,False,False,False
True,False,True,False,False,False,1.5,15,False,False,False,False,False,False
True,False,True,False,False,False,1.5,32,False,False,False,False,False,False
True,True,True,False,False,False,3.5,184,False,False,True,False,True,False
True,True,True,False,True,False,2.5,38,False,False,True,True,True,False
True,False,True,False,False,False,1.5,45,False,False,False,False,False,False
True,True,True,False,True,False,3.0,62,False,False,False,True,True,False
True,False,True,False,False,False,3.0,157,False,False,False,False,False,False
True,True,False,False,False,False,2.0,39,False,False,False,False,False,False
True,True,False,False,False,False,3.5,20,True,False,False,False,False,False
True,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,4.0,87,False,False,False,False,False,False
True,True,False,False,False,False,1.0,10,False,False,False,False,False,False
True,True,True,False,True,False,2.0,27,False,False,True,False,True,False
True,True,True,False,False,False,2.0,20,False,False,False,False,False,False
True,False,True,False,False,False,1.5,11,False,False,False,False,False,False
True,True,True,False,True,False,3.0,89,False,False,True,True,True,False
True,True,True,False,False,False,3.0,147,False,False,False,False,False,False
True,True,True,False,False,False,4.0,216,False,False,False,False,False,False
True,True,True,False,True,False,3.0,52,False,False,False,True,True,False
True,True,False,False,False,False,1.0,4,False,False,False,False,False,False
False,False,False,False,False,False,3.0,3,False,False,False,False,False,False
True,True,True,False,False,False,4.0,28,False,False,True,False,True,False
True,False,True,False,False,False,3.5,52,False,False,False,False,False,False
True,False,True,False,False,False,2.5,31,False,False,False,False,False,False
True,True,True,False,False,False,2.0,3,False,False,True,False,False,False
True,False,True,False,False,False,1.5,11,False,False,False,False,False,False
True,False,True,False,False,False,1.0,3,False,False,False,False,False,False
True,False,False,False,False,False,5.0,4,False,False,False,False,False,False
True,True,False,False,False,False,3.5,4,False,False,False,False,False,False
True,True,True,False,False,False,1.5,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,17,False,False,False,False,False,False
True,True,True,False,True,False,2.0,13,False,False,False,True,True,False
True,False,True,False,False,False,1.5,29,False,False,False,False,False,False
True,True,True,False,False,False,3.0,94,False,False,False,False,False,False
True,False,True,False,True,False,2.0,12,False,False,False,False,False,False
True,True,True,False,False,False,4.0,854,False,False,False,False,False,False
True,False,True,False,False,False,1.5,27,False,False,False,False,False,False
True,False,True,False,False,False,3.0,47,False,False,False,False,False,False
True,False,False,False,False,False,3.5,9,False,False,False,False,False,False
False,False,True,False,False,False,1.5,12,False,False,False,False,False,False
True,True,False,False,False,False,4.0,5,False,False,False,False,False,False
True,False,True,False,False,False,3.5,23,False,False,False,False,False,False
True,True,True,False,False,False,3.5,90,False,False,True,False,True,False
True,False,True,False,False,False,2.5,48,False,False,False,False,False,False
True,True,False,False,False,False,3.5,105,False,False,False,False,False,False
True,False,True,False,False,False,2.0,32,False,False,False,False,False,False
True,True,False,False,False,False,4.0,347,False,False,False,False,False,False
True,False,True,False,True,False,1.5,55,False,False,True,True,True,False
True,True,True,False,True,False,4.0,67,False,False,False,False,False,False
True,False,False,False,False,False,3.0,4,False,False,False,False,False,False
True,False,False,False,False,False,3.5,12,False,False,False,False,False,False
True,True,True,False,False,False,2.0,12,False,False,False,False,False,False
True,False,False,False,False,False,3.5,6,False,False,False,False,False,False
True,True,True,False,True,False,2.5,4,False,False,False,True,True,False
True,True,False,False,False,False,4.0,36,False,False,False,False,False,False
True,False,False,False,False,False,3.0,23,False,False,False,False,False,False
True,True,True,False,False,False,4.0,58,True,False,False,False,False,False
True,False,True,False,False,False,2.5,32,False,False,False,False,False,False
True,False,False,False,False,False,2.5,3,True,False,False,False,False,False
True,True,True,False,False,False,1.5,6,False,False,False,False,False,False
True,True,False,False,False,False,2.5,9,False,False,False,False,False,False
True,True,True,False,False,False,3.5,9,False,False,False,False,False,False
True,False,True,False,False,False,4.0,23,False,False,True,False,True,False
True,True,True,False,False,False,1.0,7,False,False,True,False,False,False
True,True,False,False,False,False,1.5,26,False,False,False,False,False,False
True,True,True,False,True,False,2.5,64,False,False,False,True,True,False
True,True,False,False,False,False,2.5,57,False,False,False,False,False,False
True,True,True,False,False,False,3.0,11,False,False,False,False,False,False
True,True,True,False,False,False,2.0,44,False,False,False,False,False,False
True,True,True,False,True,False,2.5,60,False,False,True,False,True,False
True,False,True,False,False,False,2.0,4,False,False,False,False,False,False
True,False,True,False,True,False,3.5,7,False,False,True,False,True,False
True,True,True,False,False,False,3.5,15,False,False,False,False,False,False
True,False,True,False,True,False,3.0,4,False,False,False,False,False,False
True,False,True,False,False,False,3.0,68,False,False,False,False,False,False
True,False,False,False,False,False,2.0,5,False,False,False,False,False,False
True,True,True,False,False,False,3.0,22,False,False,True,False,True,False
True,False,True,False,False,False,1.5,44,False,False,False,False,False,False
True,True,True,False,True,False,2.5,37,False,False,False,False,False,False
True,True,True,False,True,False,2.0,67,False,False,False,False,False,False
True,True,True,False,False,False,1.5,83,False,False,False,False,False,False
True,True,True,False,False,False,3.0,41,False,False,False,False,False,False
True,False,False,False,False,False,4.5,4,False,False,False,False,False,False
True,False,False,False,False,False,1.0,3,False,False,False,False,False,False
True,False,False,False,False,False,1.5,7,False,False,False,False,False,False
True,True,False,False,False,False,3.0,27,False,False,False,False,False,False
True,True,True,False,True,True,3.5,44,False,False,True,False,True,False
True,True,True,False,False,False,4.5,366,True,False,False,False,False,False
True,True,True,False,False,False,2.5,31,False,False,False,False,False,False
True,True,True,False,False,False,1.0,6,False,False,False,False,False,False
True,False,True,False,False,False,2.5,3,False,False,True,False,False,False
True,False,False,False,False,False,4.5,48,False,False,False,False,False,False
True,False,True,False,False,False,4.0,50,False,False,False,False,False,False
True,True,True,False,False,False,2.0,20,False,False,False,False,False,False
False,False,False,False,False,False,3.5,11,False,False,False,False,False,False
True,True,True,False,True,False,2.0,16,False,False,False,False,False,False
True,True,True,False,True,False,3.0,34,False,False,True,False,True,False
True,False,False,False,False,False,2.0,30,False,False,False,False,False,False
True,False,True,False,True,False,1.5,90,False,False,True,True,True,False
True,False,True,False,False,False,2.5,30,False,False,False,False,False,False
True,True,True,False,True,False,3.0,45,False,False,False,True,True,False
True,False,True,False,False,False,2.5,24,False,False,False,False,False,False
True,False,True,False,True,False,2.5,21,False,False,False,False,False,False
True,False,True,False,False,False,1.5,6,False,False,False,False,False,False
True,True,True,False,False,False,3.5,18,False,False,True,False,False,False
True,False,True,False,False,False,2.0,12,False,False,False,False,False,False
True,True,True,False,True,False,4.0,107,False,False,True,False,True,False
True,True,True,False,False,False,3.0,95,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,1.5,17,False,False,False,False,False,False
True,False,True,False,False,False,2.0,31,False,False,False,False,False,False
True,False,True,False,False,False,2.5,13,False,False,False,False,False,False
False,False,False,False,False,False,2.5,10,False,False,False,False,False,False
True,False,False,False,False,False,3.5,260,False,False,False,False,False,False
False,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,51,False,False,False,False,False,False
True,True,False,False,False,False,4.0,53,False,False,False,False,False,False
True,False,True,False,False,False,2.0,72,False,False,False,False,False,False
True,True,True,False,True,False,2.0,8,False,False,True,True,True,False
True,False,False,False,False,False,3.5,4,False,False,False,False,False,False
True,False,True,False,True,False,1.0,11,False,False,False,True,True,False
True,False,True,False,False,False,3.5,10,False,False,False,False,False,False
True,False,True,False,False,False,2.0,22,False,False,False,False,False,False
True,False,True,False,False,False,3.0,5,False,False,True,False,False,False
True,True,True,False,False,False,2.0,8,False,False,False,False,False,False
True,True,True,False,True,False,2.0,6,False,False,True,True,True,False
True,True,False,False,False,False,3.0,19,False,False,False,False,False,False
True,False,True,False,False,False,2.5,29,False,False,False,False,False,False
True,False,True,False,True,False,3.0,85,False,False,False,False,False,False
True,False,False,False,False,False,1.0,5,False,False,False,False,False,False
True,False,False,False,False,False,3.0,16,False,False,False,False,False,False
True,True,True,False,False,False,2.0,38,False,False,False,False,False,False
True,False,False,False,False,False,2.5,13,False,False,False,False,False,False
True,False,True,False,False,False,1.5,16,False,False,True,False,False,False
True,True,False,False,False,False,2.0,49,False,False,False,False,False,False
True,True,False,False,False,False,4.5,35,False,False,False,False,False,False
True,False,True,False,False,False,2.5,60,False,False,False,False,False,False
True,False,False,False,False,False,4.0,67,False,False,False,False,False,False
True,False,False,False,False,False,3.5,184,False,False,False,False,False,False
True,False,True,False,False,False,4.0,52,False,False,False,False,False,False
True,True,True,False,False,False,3.0,52,False,False,False,False,False,False
True,True,False,False,False,False,3.5,100,False,False,False,False,False,False
True,False,False,False,False,False,2.0,4,False,False,False,False,False,False
True,False,False,False,False,False,3.5,38,False,False,False,False,False,False
True,True,True,False,False,False,2.0,13,False,False,False,False,False,False
True,False,True,False,False,False,2.0,18,False,False,False,False,False,False
True,False,False,False,False,False,3.5,4,False,False,False,False,False,False
True,False,True,False,False,False,4.0,31,False,False,False,False,False,False
True,False,True,False,False,False,4.5,3,False,False,True,False,False,False
True,True,True,False,False,False,3.0,3,False,False,True,False,False,False
True,True,False,False,False,False,4.0,30,False,False,False,False,False,False
True,False,True,False,False,False,3.5,64,False,False,False,False,False,False
True,False,True,False,False,False,2.0,9,False,False,False,False,False,False
True,True,True,False,False,False,3.0,91,False,False,True,False,True,False
True,False,True,False,False,False,1.5,29,False,False,False,False,False,False
True,False,True,False,False,False,3.0,12,False,False,False,False,False,False
